source_sector,target_sector,source_variable,target_variable,lag,n_obs,f_stat,p_value,df_denom,df_num,status,error_message
Technology,Banking,sent_Technology,sent_Banking,5,270,0.3141115918401303,0.904262771591116,254.0,5,ok,
Technology,RealEstate,sent_Technology,sent_RealEstate,1,270,2.0161184073182823,0.15680747007867513,266.0,1,ok,
Technology,RealEstate,sent_Technology,sent_RealEstate,2,270,1.6426512225615737,0.19544502071974973,263.0,2,ok,
Technology,RealEstate,sent_Technology,sent_RealEstate,3,270,1.1164307326332432,0.342899132633605,260.0,3,ok,
Technology,RealEstate,sent_Technology,sent_RealEstate,4,270,0.8527978859024024,0.4929509922931825,257.0,4,ok,
Technology,RealEstate,sent_Technology,sent_RealEstate,5,270,1.2531317572129441,0.28484321192779094,254.0,5,ok,
Technology,SteelMaterials,sent_Technology,sent_SteelMaterials,1,270,0.39176279044347095,0.5319109401924608,266.0,1,ok,
Technology,SteelMaterials,sent_Technology,sent_SteelMaterials,2,270,0.5110244856840889,0.6004751022462662,263.0,2,ok,
Technology,SteelMaterials,sent_Technology,sent_SteelMaterials,3,270,0.4890386482107692,0.6901859127636447,260.0,3,ok,
Technology,SteelMaterials,sent_Technology,sent_SteelMaterials,4,270,0.8319916339438249,0.505859520715989,257.0,4,ok,
Technology,SteelMaterials,sent_Technology,sent_SteelMaterials,5,270,0.6611158310694344,0.6532929512735501,254.0,5,ok,
Technology,ConsumerStaples,sent_Technology,sent_ConsumerStaples,1,270,0.47200599887757766,0.4926642832353759,266.0,1,ok,
Technology,ConsumerStaples,sent_Technology,sent_ConsumerStaples,2,270,0.6106517967021784,0.5437648879342035,263.0,2,ok,
Technology,ConsumerStaples,sent_Technology,sent_ConsumerStaples,3,270,0.3114061545058227,0.8171352964419303,260.0,3,ok,
Technology,ConsumerStaples,sent_Technology,sent_ConsumerStaples,4,270,1.2863627065111698,0.2757623077534776,257.0,4,ok,
Technology,ConsumerStaples,sent_Technology,sent_ConsumerStaples,5,270,2.5670094286756497,0.02748721751854055,254.0,5,ok,
Technology,ConsumerDiscretionary,sent_Technology,sent_ConsumerDiscretionary,1,270,0.011203057491278319,0.9157855065585863,266.0,1,ok,
Technology,ConsumerDiscretionary,sent_Technology,sent_ConsumerDiscretionary,2,270,0.10164953884279349,0.9033815565962386,263.0,2,ok,
Technology,ConsumerDiscretionary,sent_Technology,sent_ConsumerDiscretionary,3,270,1.6185593456530352,0.18545307719465348,260.0,3,ok,
Technology,ConsumerDiscretionary,sent_Technology,sent_ConsumerDiscretionary,4,270,1.2402313616037945,0.2942724780688441,257.0,4,ok,
Technology,ConsumerDiscretionary,sent_Technology,sent_ConsumerDiscretionary,5,270,1.3637194337557894,0.23845514096774365,254.0,5,ok,
Technology,Energy,sent_Technology,sent_Energy,1,270,0.014841849166738044,0.9031279124494009,266.0,1,ok,
Technology,Energy,sent_Technology,sent_Energy,2,270,0.09220757807110458,0.9119453031922287,263.0,2,ok,
Technology,Energy,sent_Technology,sent_Energy,3,270,0.32630833318588537,0.8063423090377977,260.0,3,ok,
Technology,Energy,sent_Technology,sent_Energy,4,270,1.532507601618488,0.19314063011236335,257.0,4,ok,
Technology,Energy,sent_Technology,sent_Energy,5,270,1.2041031515464977,0.3076555784106084,254.0,5,ok,
Technology,IndustrialLogistics,sent_Technology,sent_IndustrialLogistics,1,270,0.29375288950315187,0.5882792885727158,266.0,1,ok,
Technology,IndustrialLogistics,sent_Technology,sent_IndustrialLogistics,2,270,0.4592008920734588,0.6322938856849316,263.0,2,ok,
Technology,IndustrialLogistics,sent_Technology,sent_IndustrialLogistics,3,270,0.9542935613975051,0.41489861278654716,260.0,3,ok,
Technology,IndustrialLogistics,sent_Technology,sent_IndustrialLogistics,4,270,0.7815129600193834,0.5380717413326044,257.0,4,ok,
Technology,IndustrialLogistics,sent_Technology,sent_IndustrialLogistics,5,270,0.404311115877742,0.8456181081274489,254.0,5,ok,
Technology,Healthcare,sent_Technology,sent_Healthcare,1,270,0.2582072564405484,0.6117756017913489,266.0,1,ok,
Technology,Healthcare,sent_Technology,sent_Healthcare,2,270,0.48970632583566137,0.6133639808446669,263.0,2,ok,
Technology,Healthcare,sent_Technology,sent_Healthcare,3,270,0.8350268111146847,0.4756757532256125,260.0,3,ok,
Technology,Healthcare,sent_Technology,sent_Healthcare,4,270,3.348190739936001,0.01076951155551891,257.0,4,ok,
Technology,Healthcare,sent_Technology,sent_Healthcare,5,270,2.8458797595788283,0.016084303966640612,254.0,5,ok,
